company,date,open,close,high,low
Amazon,2021-10-29,3300.02002,3372.429932,3374.820068,3273.320068
Apple,2021-01-04,133.520004,129.410004,133.610001,126.760002
Apple,2021-01-05,128.889999,131.009995,131.740005,128.429993
Apple,2021-01-06,127.720001,126.599998,131.050003,126.379997
Apple,2021-01-07,128.360001,130.919998,131.630005,127.860001
Apple,2021-01-08,132.429993,132.050003,132.630005,130.229996
Apple,2021-01-11,129.190002,128.979996,130.169998,128.5
Apple,2021-01-12,128.5,128.800003,129.690002,126.860001
Apple,2021-01-13,128.759995,130.889999,131.449997,128.490005
Apple,2021-01-14,130.800003,128.910004,131,128.759995
Apple,2021-01-15,128.779999,127.139999,130.220001,127
Apple,2021-01-19,127.779999,127.830002,128.710007,126.940002
Apple,2021-01-20,128.660004,132.029999,132.490005,128.550003
Apple,2021-01-21,133.800003,136.869995,139.669998,133.589996
Apple,2021-01-22,136.279999,139.070007,139.850006,135.020004
Apple,2021-01-25,143.070007,142.919998,145.089996,136.539993
